Registration Number,Operator,Airframe Report Date,Airframe Hours,Airframe Landings,ATA and Code,Tracked By Equipment,Equipment Hours,Equipment Cycles,Equipment Landings,Equipment RIN,Item Type,Requirement Type,Disposition,Group,Description,Reference,Part Number,Serial Number,Work Order,Scheduled,Estimated Work Hours,Notes,Compliance Date,Compliance Hours,Compliance Landings,Compliance Cycles,Compliance RIN,Interval Days,Interval Months,Interval Hours,Interval Landings,Interval Cycles,Interval RIN,Tolerance Months,Tolerance Days,Tolerance Hours,Tolerance Landings,Tolerance Cycles,Tolerance RIN,Number of Instance,Next Due Date,Max Next Due Date,Next Due Hours,Max Next Due Hours,Next Due Landings,Max Next Due Landings,Next Due Cycles,Max Next Due Cycles,Next Due RIN,Max Next Due RIN,Remaining Days,Max Remaining Days,Remaining Months,Max Remaining Months,Remaining Hours,Max Remaining Hours ,Remaining Landings,Max Remaining Landings,Remaining Cycles,Max Remaining Cycles,Remaining RIN,Max Remaining RIN,Is Optional,Next Due Status,Aircraft Grounded,Estimated Due Date,Months Since New,Months Since Overhaul,Months Since Repair,Hours Since New,Hours Since Overhaul,Hours Since Repair,Landings Since New,Landings Since Overhaul,Landings Since Repair,Tags,SalesForce Case Number
N261HC,IHC Health Services,04/29/2026,6143.00,19537,64 01[276],Airframe,6143.00,,19537,,INSPECTION,,,,TAIL ROTOR PITCH CHANGE MECHANISM DUPLEX BEARING - GREASE - SERVICING [64-01],,,,,,,,,,,,,,,100.00,,,,,,,,,,1,,,6236.80,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N261HC,IHC Health Services,04/29/2026,6143.00,19537,65 01[290],Airframe,6143.00,,19537,,INSPECTION,,RII,TRGB,(RII) 90-DEGREE GEARBOX - CHANGE OF OIL - SERVICING [65-01],,,,,,,[10 HOUR WINDOW] [1 MOS WINDOW],04/20/2026,6136.80,19518,,,0,6,100.00,0,0.00,0.00,1,,10.00,,,,,10/20/2026,,6236.80,,,,,,,,21,,5,,93.80,,,,,,,,No,10+ Days,,06/22/2026,,,,,,,,,,RII,
N261HC,IHC Health Services,04/29/2026,6143.00,19537,65 01[290],Airframe,6143.00,,19537,,INSPECTION,,RII,TRGB,(RII) 90-DEGREE GEARBOX - CHANGE OF OIL - SERVICING [65-01],,,,,,,,,,,,,,,100.00,,,,,,,,,,1,,,6236.80,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N261HC,IHC Health Services,04/29/2026,6143.00,19537,65 04,Airframe,6143.00,,19537,,INSPECTION,,,,TAIL ROTOR DRIVE SHAFT FITTINGS SAFETY PINS - EXAMINE FOR FREEDOM OF ROTATION - SPECIAL INSPECTION [65-04],0B-A-65-11-00-00A-281A-A,,,,,,,04/20/2026,6136.80,19518,,,0,0,100.00,0,0.00,0.00,0,0,10.00,0,0.00,0.00,,,,6236.80,,,,,,,,,,,,93.80,,,,,,,,No,10+ Days,,06/22/2026,,,,,,,,,,,
N261HC,IHC Health Services,04/29/2026,6143.00,19537,65 04,Airframe,6143.00,,19537,,INSPECTION,,,,TAIL ROTOR DRIVE SHAFT FITTINGS SAFETY PINS - EXAMINE FOR FREEDOM OF ROTATION - SPECIAL INSPECTION [65-04],0B-A-65-11-00-00A-281A-A,,,,,,,,,,,,,,100.00,,,,,,,,,,1,,,6236.80,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N261HC,IHC Health Services,04/29/2026,6143.00,19537,ASB 109SP-146,Airframe,6143.00,,19537,,SB,,ALERT,Rotor Brake,ATA 63 - INSPECTION OF ROTOR BRAKE CONTROL CABLE P/N 109-0506-17-115,,,,,,,"Completed IAW SB 109SP-146 Effective March 8, 2021  Instructions. No Discrepancies Noted at This Time. Next Due By ____._ ACTT",04/20/2026,6136.80,19518,,,,,100.00,,,,,,,,,,,,,6236.80,,,,,,,,,,,,93.80,,,,,,,,No,10+ Days,,06/22/2026,,,,,,,,,,,
N261HC,IHC Health Services,04/29/2026,6143.00,19537,ASB 109SP-146,Airframe,6143.00,,19537,,SB,,ALERT,Rotor Brake,ATA 63 - INSPECTION OF ROTOR BRAKE CONTROL CABLE P/N 109-0506-17-115,,,,,,,,,,,,,,,100.00,,,,,,,,,,1,,,6236.80,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N261HC,IHC Health Services,04/29/2026,6143.00,19537,AD 2021-17-10 AMD 39-21693,Airframe,6143.00,,19537,,AD,,,,"THE FAA IS ISSUING THIS AD TO ADDRESS UN-COMMANDED ACTIVATION OF THE ROTOR BRAKE SYSTEM, WHICH COULD LEAD TO FAILURE OF THE ROTOR BRAKE SYSTEM, WITH CONSEQUENT DAMAGE TO SURROUNDING CRITICAL EQUIPMENT, AND LOSS OF CONTROL OF THE HELICOPTER. (EFFECTIVE 7 SEPTEMBER 2021",,,,,,,"Completed IAW AD 2021-17-10 Effective September 7, 2021 IAW EASA AD 2021-0067  AMD 39-21693  Effective 23 March 2021 IAW SB 109SP-146  Effective March 8, 2021 Instructions. No Discrepancies Noted at This Time. Next Due By ____._ ACTT.",04/20/2026,6136.80,19518,,,,,100.00,,,,,,,,,,,,,6236.80,,,,,,,,,,,,93.80,,,,,,,,No,10+ Days,,06/22/2026,,,,,,,,,,,
N261HC,IHC Health Services,04/29/2026,6143.00,19537,AD 2021-17-10 AMD 39-21693,Airframe,6143.00,,19537,,AD,,,,"THE FAA IS ISSUING THIS AD TO ADDRESS UN-COMMANDED ACTIVATION OF THE ROTOR BRAKE SYSTEM, WHICH COULD LEAD TO FAILURE OF THE ROTOR BRAKE SYSTEM, WITH CONSEQUENT DAMAGE TO SURROUNDING CRITICAL EQUIPMENT, AND LOSS OF CONTROL OF THE HELICOPTER. (EFFECTIVE 7 SEPTEMBER 2021",,,,,,,,,,,,,,,100.00,,,,,,,,,,1,,,6236.80,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N631HC,IHC Health Services,04/16/2026,1850.80,6512,62 14[369],Airframe,1850.80,,6512,,INSPECTION,,,,"ROTATING SCISSORS - EXAMINE FOR DAMAGE, CORROSION, WEAR AND EXCESSIVE PLAY - SPECIAL INSPECTION [62-14]",,,,,,,[10 HOUR WINDOW] [30 DAY WINDOW],12/22/2025,1847.10,6508,,,0,6,200.00,0,0.00,0.00,,30,10.00,,,,,06/22/2026,,2047.10,,,,,,,,24,,1,,196.30,,,,,,,,No,10+ Days,,06/22/2026,,,,,,,,,,,
N631HC,IHC Health Services,04/16/2026,1850.80,6512,62 14[369],Airframe,1850.80,,6512,,INSPECTION,,,,"ROTATING SCISSORS - EXAMINE FOR DAMAGE, CORROSION, WEAR AND EXCESSIVE PLAY - SPECIAL INSPECTION [62-14]",,,,,,,,,,,,,,6,,,,,,,,,,,1,06/22/2026,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N631HC,IHC Health Services,04/16/2026,1850.80,6512,62 14[369],Airframe,1850.80,,6512,,INSPECTION,,,,"ROTATING SCISSORS - EXAMINE FOR DAMAGE, CORROSION, WEAR AND EXCESSIVE PLAY - SPECIAL INSPECTION [62-14]",,,,,,,,,,,,,,,200.00,,,,,,,,,,2,,,2047.10,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N631HC,IHC Health Services,04/16/2026,1850.80,6512,62 15[370],Airframe,1850.80,,6512,,INSPECTION,,RII,,"(RII) NON-ROTATING SCISSORS - EXAMINE FOR DAMAGE, CORROSION, WEAR AND EXCESSIVE PLAY - SPECIAL INSPECTION [62- 15] (RII REQUIRED IF ITEM REMOVED FOR ANY REASON)",,,,,,,RII NOTES:  VERIFY CORRECT ORIENTATION OF ASSEMBLY AT INSTALLATION- Ref IETP Section 62-30,12/22/2025,1847.10,6508,,,0,6,200.00,0,0.00,0.00,,30,10.00,,,,,06/22/2026,,2047.10,,,,,,,,24,,1,,196.30,,,,,,,,No,10+ Days,,06/22/2026,,,,,,,,,,RII,
N631HC,IHC Health Services,04/16/2026,1850.80,6512,62 15[370],Airframe,1850.80,,6512,,INSPECTION,,RII,,"(RII) NON-ROTATING SCISSORS - EXAMINE FOR DAMAGE, CORROSION, WEAR AND EXCESSIVE PLAY - SPECIAL INSPECTION [62- 15] (RII REQUIRED IF ITEM REMOVED FOR ANY REASON)",,,,,,,,,,,,,,6,,,,,,,,,,,1,06/22/2026,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N631HC,IHC Health Services,04/16/2026,1850.80,6512,62 15[370],Airframe,1850.80,,6512,,INSPECTION,,RII,,"(RII) NON-ROTATING SCISSORS - EXAMINE FOR DAMAGE, CORROSION, WEAR AND EXCESSIVE PLAY - SPECIAL INSPECTION [62- 15] (RII REQUIRED IF ITEM REMOVED FOR ANY REASON)",,,,,,,,,,,,,,,200.00,,,,,,,,,,2,,,2047.10,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N281HC,IHC Health Services,04/29/2026,6605.90,22168,ASB 109SP-146,Airframe,6605.90,,22168,,SB,,ALERT,Rotor Brake,ATA 63 - INSPECTION OF ROTOR BRAKE CONTROL CABLE P/N 109-0506-17-115,,,,,,,"PLEASE NOTIFY FLIGHTDOCS OF APPLICABILITY, PRIOR COMPLIANCE, AND/ OR SCHEDULING OF ANY ADDITIONAL CORRELATED SUB PARTS
Complied with SB 109SP-146 and AD 2021-17-10 AMD 39-21693 inspection of rotor brake system control cable. No defects noted. Next due 4832.1 ATT",04/27/2026,6604.30,22161,,,,,100.00,,,,,,,,,,,,,6704.30,,,,,,,,,,,,98.40,,,,,,,,No,10+ Days,,06/24/2026,,,,,,,,,,,
N281HC,IHC Health Services,04/29/2026,6605.90,22168,ASB 109SP-146,Airframe,6605.90,,22168,,SB,,ALERT,Rotor Brake,ATA 63 - INSPECTION OF ROTOR BRAKE CONTROL CABLE P/N 109-0506-17-115,,,,,,,,,,,,,,,100.00,,,,,,,,,,1,,,6704.30,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N281HC,IHC Health Services,04/29/2026,6605.90,22168,AD 2021-17-10 AMD 39-21693,Airframe,6605.90,,22168,,AD,,,,"THE FAA IS ISSUING THIS AD TO ADDRESS UN-COMMANDED ACTIVATION OF THE ROTOR BRAKE SYSTEM, WHICH COULD LEAD TO FAILURE OF THE ROTOR BRAKE SYSTEM, WITH CONSEQUENT DAMAGE TO SURROUNDING CRITICAL EQUIPMENT, AND LOSS OF CONTROL OF THE HELICOPTER. (EFFECTIVE 7 SEPTEMBER 2021",,,,,,,Complied with AD 2021-17-10 AMD 39-21693 inspection of rotor brake system control cable. No defects noted. Next due 4391.8 ATT,04/27/2026,6604.30,22161,,,,,100.00,,,,,,,,,,,,,6704.30,,,,,,,,,,,,98.40,,,,,,,,No,10+ Days,,06/24/2026,,,,,,,,,,,
N281HC,IHC Health Services,04/29/2026,6605.90,22168,AD 2021-17-10 AMD 39-21693,Airframe,6605.90,,22168,,AD,,,,"THE FAA IS ISSUING THIS AD TO ADDRESS UN-COMMANDED ACTIVATION OF THE ROTOR BRAKE SYSTEM, WHICH COULD LEAD TO FAILURE OF THE ROTOR BRAKE SYSTEM, WITH CONSEQUENT DAMAGE TO SURROUNDING CRITICAL EQUIPMENT, AND LOSS OF CONTROL OF THE HELICOPTER. (EFFECTIVE 7 SEPTEMBER 2021",,,,,,,,,,,,,,,100.00,,,,,,,,,,1,,,6704.30,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N631HC,IHC Health Services,04/16/2026,1850.80,6512,62 MI62-01,Airframe,1850.80,,6512,,INSPECTION,,,,"ELASTOMERIC BEARING (PN 109-011-04-101) (NOTE 1) - INSPECT FOR CRACKING, SEPARATION OF SHIMS, BLOWING, RUBBER POWDER AND/OR CRUMBS - MANDATORY INSPECTION [62-01]",,,,,,,"RETIREMENT LIFE: 46,000 LANDINGS. REFER TO 0B-B-04-10-00-00B-028A-D.
C/W ELASTOMERIC BEARING (PN 109-011-04-101) (NOTE 1) - INSPECT FOR CRACKING, SEPARATION OF SHIMS, BLOWING, RUBBER POWDER AND/OR CRUMBS - MANDATORY INSPECTION ref AW109SP IETP AMP CH [62-01]",02/13/2026,1847.10,6508,,,0,0,60.00,0,0.00,0.00,,,,,,,,,,1907.10,,,,,,,,,,,,56.30,,,,,,,,No,10+ Days,,06/24/2026,,,,,,,,,,,
N631HC,IHC Health Services,04/16/2026,1850.80,6512,62 MI62-01,Airframe,1850.80,,6512,,INSPECTION,,,,"ELASTOMERIC BEARING (PN 109-011-04-101) (NOTE 1) - INSPECT FOR CRACKING, SEPARATION OF SHIMS, BLOWING, RUBBER POWDER AND/OR CRUMBS - MANDATORY INSPECTION [62-01]",,,,,,,,,,,,,,,60.00,,,,,,,,,,1,,,1907.10,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N631HC,IHC Health Services,04/16/2026,1850.80,6512,62 MI62-01,Airframe,1850.80,,6512,,INSPECTION,,,,"ELASTOMERIC BEARING (PN 109-011-04-101) (NOTE 1) - INSPECT FOR CRACKING, SEPARATION OF SHIMS, BLOWING, RUBBER POWDER AND/OR CRUMBS - MANDATORY INSPECTION [62-01]",,,,,,,,,,,,,,,60.00,,,,,,,,,,2,,,1967.10,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N271HC,IHC Health Services,04/28/2026,7034.80,26089,32 02[142],Airframe,7034.80,,26089,,INSPECTION,,,,LANDING GEAR ACTUATORS (DO NOT OPERATE OVER SEA AND/OR IN HIGH HUMIDITY) - EXAMINE FOR CORROSION AND DAMAGE - SPECIAL INSPECTION [32-02],0B-A-32-00-00-00A-283B-B,,,,,,2400 HOURS OR 6 YEARS,11/04/2021,4737.70,18093,,,0,72,2400.00,0,0.00,0.00,3,,30.00,,,,,11/04/2027,,7137.70,,,,,,,,6,,18,,102.90,,,,,,,,No,10+ Days,,06/27/2026,,,,,,,,,,,
N271HC,IHC Health Services,04/28/2026,7034.80,26089,32 02[142],Airframe,7034.80,,26089,,INSPECTION,,,,LANDING GEAR ACTUATORS (DO NOT OPERATE OVER SEA AND/OR IN HIGH HUMIDITY) - EXAMINE FOR CORROSION AND DAMAGE - SPECIAL INSPECTION [32-02],0B-A-32-00-00-00A-283B-B,,,,,,,,,,,,,,2400.00,,,,,,,,,,1,,,7137.70,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N271HC,IHC Health Services,04/28/2026,7034.80,26089,62 03[210],Airframe,7034.80,,26089,,INSPECTION,,RII,,(RII) MAIN ROTOR BLADES (REMOVAL NECESSARY) - EXAMINE BLADE ROOT BUSHINGS AND WASHERS FOR WEAR AND DAMAGE. EXAMINE CONTACT AREAS WITH GRIPS FOR CONDITION - SPECIAL INSPECTION [62-03],0B-A-62-11-01-00A-283A-B,,,,,,[30 HOUR WINDOW],11/02/2021,4737.70,18093,,,0,0,2400.00,0,0.00,0.00,,,30.00,,,,,,,7137.70,,,,,,,,,,,,102.90,,,,,,,,No,10+ Days,,06/27/2026,,,,,,,,,,RII,
N271HC,IHC Health Services,04/28/2026,7034.80,26089,62 03[210],Airframe,7034.80,,26089,,INSPECTION,,RII,,(RII) MAIN ROTOR BLADES (REMOVAL NECESSARY) - EXAMINE BLADE ROOT BUSHINGS AND WASHERS FOR WEAR AND DAMAGE. EXAMINE CONTACT AREAS WITH GRIPS FOR CONDITION - SPECIAL INSPECTION [62-03],0B-A-62-11-01-00A-283A-B,,,,,,,,,,,,,,2400.00,,,,,,,,,,1,,,7137.70,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N271HC,IHC Health Services,04/28/2026,7034.80,26089,62 04[211],Airframe,7034.80,,26089,,INSPECTION,,RII,,"(RII) MAIN ROTOR HEAD CONTROL LEVERS (REMOVAL NECESSARY) - EXAMINE FOR CONDITION, DAMAGE, AND WEAR - SPECIAL INSPECTION [62-04]",0B-A-62-11-01-00A-283A-B,,,,,,[30 HOUR WINDOW],10/26/2021,4737.70,18093,,,0,0,2400.00,0,0.00,0.00,,,30.00,,,,,,,7137.70,,,,,,,,,,,,102.90,,,,,,,,No,10+ Days,,06/27/2026,,,,,,,,,,RII,
N271HC,IHC Health Services,04/28/2026,7034.80,26089,62 04[211],Airframe,7034.80,,26089,,INSPECTION,,RII,,"(RII) MAIN ROTOR HEAD CONTROL LEVERS (REMOVAL NECESSARY) - EXAMINE FOR CONDITION, DAMAGE, AND WEAR - SPECIAL INSPECTION [62-04]",0B-A-62-11-01-00A-283A-B,,,,,,,,,,,,,,2400.00,,,,,,,,,,1,,,7137.70,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N271HC,IHC Health Services,04/28/2026,7034.80,26089,62 05[212],Airframe,7034.80,,26089,,INSPECTION,,RII,,"(RII) MAIN ROTOR BLADE GRIPS (REMOVAL NECESSARY) - EXAMINE FOR CONDITION, DAMAGE AND WEAR. EXAMINE CONTACT AREAS WITH BLADES FOR CONDITION AND WASHERS FOR DEBONDING - SPECIAL INSPECTION [62-05]",0B-A-62-11-01-00A-283A-B,,,,,,[30 HOUR WINDOW],10/26/2021,4737.70,18093,,,0,0,2400.00,0,0.00,0.00,,,30.00,,,,,,,7137.70,,,,,,,,,,,,102.90,,,,,,,,No,10+ Days,,06/27/2026,,,,,,,,,,RII,
N271HC,IHC Health Services,04/28/2026,7034.80,26089,62 05[212],Airframe,7034.80,,26089,,INSPECTION,,RII,,"(RII) MAIN ROTOR BLADE GRIPS (REMOVAL NECESSARY) - EXAMINE FOR CONDITION, DAMAGE AND WEAR. EXAMINE CONTACT AREAS WITH BLADES FOR CONDITION AND WASHERS FOR DEBONDING - SPECIAL INSPECTION [62-05]",0B-A-62-11-01-00A-283A-B,,,,,,,,,,,,,,2400.00,,,,,,,,,,1,,,7137.70,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N271HC,IHC Health Services,04/28/2026,7034.80,26089,62 06[213],Airframe,7034.80,,26089,,INSPECTION,,RII,,"(RII) MAIN ROTOR FLAPPING AND DROP RESTRAINT MECHANISM (REMOVAL NECESSARY) - EXAMINE FOR CONDITION, DAMAGE AND WEAR - SPECIAL INSPECTION [62-06]",0B-A-62-11-01-00A-283A-B,,,,,,[30 HOUR WINDOW],10/27/2021,4737.70,18093,,,0,0,2400.00,0,0.00,0.00,,,30.00,,,,,,,7137.70,,,,,,,,,,,,102.90,,,,,,,,No,10+ Days,,06/27/2026,,,,,,,,,,RII,
N271HC,IHC Health Services,04/28/2026,7034.80,26089,62 06[213],Airframe,7034.80,,26089,,INSPECTION,,RII,,"(RII) MAIN ROTOR FLAPPING AND DROP RESTRAINT MECHANISM (REMOVAL NECESSARY) - EXAMINE FOR CONDITION, DAMAGE AND WEAR - SPECIAL INSPECTION [62-06]",0B-A-62-11-01-00A-283A-B,,,,,,,,,,,,,,2400.00,,,,,,,,,,1,,,7137.70,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N271HC,IHC Health Services,04/28/2026,7034.80,26089,62 07[214],Airframe,7034.80,,26089,,INSPECTION,,RII,,(RII) MAIN ROTOR HEAD AND INSTALLATION COMPONENTS (REMOVAL NECESSARY) - DO A DETAILED INSPECTION - SPECIAL INSPECTION [62-07],,,,,,,[30 HOUR WINDOW],10/27/2021,4737.70,18093,,,0,0,2400.00,0,0.00,0.00,,,30.00,,,,,,,7137.70,,,,,,,,,,,,102.90,,,,,,,,No,10+ Days,,06/27/2026,,,,,,,,,,RII,
N271HC,IHC Health Services,04/28/2026,7034.80,26089,62 07[214],Airframe,7034.80,,26089,,INSPECTION,,RII,,(RII) MAIN ROTOR HEAD AND INSTALLATION COMPONENTS (REMOVAL NECESSARY) - DO A DETAILED INSPECTION - SPECIAL INSPECTION [62-07],,,,,,,,,,,,,,,2400.00,,,,,,,,,,1,,,7137.70,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N271HC,IHC Health Services,04/28/2026,7034.80,26089,62 08[215],Airframe,7034.80,,26089,,INSPECTION,,RII,,(RII) MAIN ROTOR HUB FLOATING RING - EXAMINE FOR WEAR. EXAMINE DU WASHERS AND INTERNAL TEFLON SHIM FOR DEBONDING - SPECIAL INSPECTION [62-08],,,,,,,[30 HOUR WINDOW],10/26/2021,4737.70,18093,,,0,0,2400.00,0,0.00,0.00,,,30.00,,,,,,,7137.70,,,,,,,,,,,,102.90,,,,,,,,No,10+ Days,,06/27/2026,,,,,,,,,,RII,
N271HC,IHC Health Services,04/28/2026,7034.80,26089,62 08[215],Airframe,7034.80,,26089,,INSPECTION,,RII,,(RII) MAIN ROTOR HUB FLOATING RING - EXAMINE FOR WEAR. EXAMINE DU WASHERS AND INTERNAL TEFLON SHIM FOR DEBONDING - SPECIAL INSPECTION [62-08],,,,,,,,,,,,,,,2400.00,,,,,,,,,,1,,,7137.70,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N271HC,IHC Health Services,04/28/2026,7034.80,26089,62 09[216],Airframe,7034.80,,26089,,INSPECTION,,RII,,"(RII) SWASHPLATE (REMOVAL AND DISASSEMBLY NECESSARY) - EXAMINE DUPLEX BEARING FOR DAMAGE AND CORROSION. EXAMINE TEFLON RINGS FOR WEAR. EXAMINE FIXED AND ROTATING SWASHPLATE, THE SUPPORT AND PIVOT SLEEVE SLOTS FOR DAMAGE AND WEAR - SPECIAL INSPECTION [62-09]",,,,,,,[30 HOUR WINDOW],10/31/2021,4737.70,18093,,,0,0,2400.00,0,0.00,0.00,,,30.00,,,,,,,7137.70,,,,,,,,,,,,102.90,,,,,,,,No,10+ Days,,06/27/2026,,,,,,,,,,RII,
N271HC,IHC Health Services,04/28/2026,7034.80,26089,62 09[216],Airframe,7034.80,,26089,,INSPECTION,,RII,,"(RII) SWASHPLATE (REMOVAL AND DISASSEMBLY NECESSARY) - EXAMINE DUPLEX BEARING FOR DAMAGE AND CORROSION. EXAMINE TEFLON RINGS FOR WEAR. EXAMINE FIXED AND ROTATING SWASHPLATE, THE SUPPORT AND PIVOT SLEEVE SLOTS FOR DAMAGE AND WEAR - SPECIAL INSPECTION [62-09]",,,,,,,,,,,,,,,2400.00,,,,,,,,,,1,,,7137.70,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N271HC,IHC Health Services,04/28/2026,7034.80,26089,62 10[372],Airframe,7034.80,,26089,,INSPECTION,,RII,,(RII) MAIN ROTOR FLOATING RING AND DROOP STOP PLATE - EXAMINE FOR WEAR & DAMAGE - SPECIAL INSPECTION [62-10],,,,,,,[30 HOUR WINDOW],10/26/2021,4737.70,18093,,,0,0,2400.00,0,0.00,0.00,,,30.00,,,,,,,7137.70,,,,,,,,,,,,102.90,,,,,,,,No,10+ Days,,06/27/2026,,,,,,,,,,RII,
N271HC,IHC Health Services,04/28/2026,7034.80,26089,62 10[372],Airframe,7034.80,,26089,,INSPECTION,,RII,,(RII) MAIN ROTOR FLOATING RING AND DROOP STOP PLATE - EXAMINE FOR WEAR & DAMAGE - SPECIAL INSPECTION [62-10],,,,,,,,,,,,,,,2400.00,,,,,,,,,,1,,,7137.70,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N271HC,IHC Health Services,04/28/2026,7034.80,26089,62 11[373],Airframe,7034.80,,26089,,INSPECTION,,RII,,(RII) PITCH CHANGE LINKS - DO A DETAILED INSPECTION - SPECIAL INSPECTION [62-11],,,,,,,[30 HOUR WINDOW],11/04/2021,4737.70,18093,,,0,0,2400.00,0,0.00,0.00,,,30.00,,,,,,,7137.70,,,,,,,,,,,,102.90,,,,,,,,No,10+ Days,,06/27/2026,,,,,,,,,,RII,
N271HC,IHC Health Services,04/28/2026,7034.80,26089,62 11[373],Airframe,7034.80,,26089,,INSPECTION,,RII,,(RII) PITCH CHANGE LINKS - DO A DETAILED INSPECTION - SPECIAL INSPECTION [62-11],,,,,,,,,,,,,,,2400.00,,,,,,,,,,1,,,7137.70,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N271HC,IHC Health Services,04/28/2026,7034.80,26089,62 12[374],Airframe,7034.80,,26089,,INSPECTION,,RII,,"(RII) MAIN ROTOR HUB (REMOVAL NECESSARY) - EXAMINE FOR CONDITION, DAMAGE AND WEAR - SPECIAL INSPECTION [62-12]",,,,,,,"[30 HOUR WINDOW]
See attached form for Duncan NDT Certs",10/27/2021,4737.70,18093,,,0,0,2400.00,0,0.00,0.00,,,30.00,,,,,,,7137.70,,,,,,,,,,,,102.90,,,,,,,,No,10+ Days,,06/27/2026,,,,,,,,,,RII,
N271HC,IHC Health Services,04/28/2026,7034.80,26089,62 12[374],Airframe,7034.80,,26089,,INSPECTION,,RII,,"(RII) MAIN ROTOR HUB (REMOVAL NECESSARY) - EXAMINE FOR CONDITION, DAMAGE AND WEAR - SPECIAL INSPECTION [62-12]",,,,,,,,,,,,,,,2400.00,,,,,,,,,,1,,,7137.70,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N271HC,IHC Health Services,04/28/2026,7034.80,26089,62 13[375],Airframe,7034.80,,26089,,INSPECTION,,RII,,"(RII) MAIN ROTOR ELASTOMERIC BEARINGS (REMOVAL NECESSARY) - EXAMINE FOR CONDITION, DAMAGE, WEAR, AND CORROSION - SPECIAL INSPECTION [62-13]",,,,,,,[30 HOUR WINDOW],10/27/2021,4737.70,18093,,,0,0,2400.00,0,0.00,0.00,,,30.00,,,,,,,7137.70,,,,,,,,,,,,102.90,,,,,,,,No,10+ Days,,06/27/2026,,,,,,,,,,RII,
N271HC,IHC Health Services,04/28/2026,7034.80,26089,62 13[375],Airframe,7034.80,,26089,,INSPECTION,,RII,,"(RII) MAIN ROTOR ELASTOMERIC BEARINGS (REMOVAL NECESSARY) - EXAMINE FOR CONDITION, DAMAGE, WEAR, AND CORROSION - SPECIAL INSPECTION [62-13]",,,,,,,,,,,,,,,2400.00,,,,,,,,,,1,,,7137.70,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N631HC,IHC Health Services,04/16/2026,1850.80,6512,72 0100,Engine 1,1764.80,0.00,,,INSPECTION,,,,NO. 1 ENGINE - LCF COMPONENT CYCLE COUNT LOGBOOK ENTRY,,,,,,,"#1 Engine LCF CT: 4152 PT: 3537  IM: 9096 
#1 Engine LCF CT: 4244 PT: 3613  IM: 9143
#1 Engine LCF CT: 4556 PT: 3849  IM: 9296",12/23/2025,1784.90,,,,0,0,40.00,0,0.00,0.00,0,0,10.00,0,0.00,0.00,,,,1824.90,,,,,,,,,,,,60.10,,,,,,,,No,10+ Days,,06/28/2026,,,,,,,,,,,
N631HC,IHC Health Services,04/16/2026,1850.80,6512,72 0100,Engine 1,1764.80,0.00,,,INSPECTION,,,,NO. 1 ENGINE - LCF COMPONENT CYCLE COUNT LOGBOOK ENTRY,,,,,,,,,,,,,,,40.00,,,,,,,,,,1,,,1824.90,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N631HC,IHC Health Services,04/16/2026,1850.80,6512,72 0100,Engine 1,1764.80,0.00,,,INSPECTION,,,,NO. 1 ENGINE - LCF COMPONENT CYCLE COUNT LOGBOOK ENTRY,,,,,,,,,,,,,,,40.00,,,,,,,,,,2,,,1864.90,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N631HC,IHC Health Services,04/16/2026,1850.80,6512,72 0100,Engine 1,1764.80,0.00,,,INSPECTION,,,,NO. 1 ENGINE - LCF COMPONENT CYCLE COUNT LOGBOOK ENTRY,,,,,,,,,,,,,,,40.00,,,,,,,,,,3,,,1904.90,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
